0.245212	0.116809	0.451904
0.24116	0.12004	0.445447
0.230775	0.12219	0.444522
0.212007	0.123081	0.444009
0.186639	0.123071	0.438652
0.159576	0.122963	0.425569
0.136386	0.123603	0.405927
0.120524	0.125637	0.384324
0.111796	0.128963	0.366495
0.1063	0.133094	0.356717
0.098416	0.136826	0.355548
0.083511	0.139387	0.359495
0.060381	0.140624	0.362974
0.031757	0.141131	0.360837
0.003179	0.141734	0.350967
		
		
-0.042871	0.150022	0.309906
-0.049221	0.154296	0.308554
-0.059536	0.158179	0.315237
-0.077409	0.160419	0.325288
-0.102708	0.161344	0.332744
-0.131297	0.161704	0.333236
-0.157232	0.162761	0.326286
-0.175553	0.164594	0.315782
-0.185339	0.16796	0.307756
-0.189759	0.172278	0.30745
-0.194567	0.176119	0.316486
-0.20529	0.17884	0.331929
-0.224034	0.18027	0.347957
-0.248287	0.180455	0.358778
-0.272465	0.18079	0.361503
-0.290316	0.181603	0.358209
-0.29888	0.183877	0.354523
-0.29961	0.187363	0.356662
-0.297876	0.190966	0.368131
-0.300104	0.193809	0.387755
-0.310175	0.195114	0.41031
-0.327359	0.194919	0.429189
-0.346561	0.194284	0.439963
-0.361253	0.194565	0.442905
-0.366525	0.195665	0.442976
-0.362567	0.198107	0.446989
-0.353948	0.20139	0.459772
-0.347373	0.203689	0.481704
-0.348025	0.204703	0.508333
-0.356581	0.204086	0.532816
-0.368867	0.202928	0.549519
-0.378044	0.202304	0.557474
-0.378339	0.202405	0.560823
-0.368843	0.203886	0.566441
-0.353461	0.206327	0.580018
-0.339045	0.208108	0.603027
-0.331405	0.208441	0.631336
-0.332343	0.207649	0.658185
-0.338097	0.205973	0.677453
-0.341913	0.20472	0.687325
-0.337622	0.204262	0.691378
-0.323588	0.205133	0.696597
-0.303434	0.206821	0.709099
-0.284009	0.208305	0.730679
-0.271563	0.208555	0.757747
-0.268139	0.207433	0.783399
-0.270464	0.205634	0.801283
-0.271681	0.203985	0.809227
-0.265509	0.203313	0.810659
-0.249931	0.203979	0.812453
-0.22831	0.205526	0.820926
-0.207387	0.20693	0.8383
-0.193522	0.207241	0.861304
-0.189012	0.206224	0.883143
		
-0.192061	0.202829	0.901469
-0.186341	0.202167	0.8987
-0.171184	0.202773	0.89566
-0.149501	0.204319	0.898948
		
		
		
-0.109152	0.203782	0.958355
		
-0.105958	0.201328	0.952683
-0.091981	0.201771	0.945232
-0.070973	0.203168	0.943494
-0.049241	0.204602	0.950675
-0.033538	0.205144	0.964571
-0.027158	0.204341	0.978922
-0.028171	0.202664	0.986923
-0.030376	0.200859	0.9851
-0.027061	0.19986	0.975315
-0.014639	0.200006	0.963642
0.005246	0.201185	0.956897
0.026733	0.202481	0.958837
0.042972	0.202959	0.967999
0.050101	0.202199	0.978545
0.049384	0.20047	0.983647
0.046498	0.198483	0.97923
0.048281	0.197155	0.966315
0.058856	0.197014	0.950448
0.077378	0.19792	0.938549
0.0985	0.199114	0.934939
0.115311	0.19966	0.938943
0.123344	0.198996	0.945302
0.12306	0.197324	0.947117
0.11953	0.195264	0.939678
0.11963	0.193741	0.92324
0.128128	0.193329	0.90276
0.145086	0.194034	0.885289
0.165744	0.195153	0.875762
0.183202	0.195741	0.874486
0.192282	0.19521	0.876894
0.192473	0.193504	0.876076
0.188112	0.191261	0.866712
0.185953	0.189371	0.847948
0.191496	0.188488	0.823932
0.205891	0.188763	0.801546
0.225232	0.189563	0.786372
0.242826	0.190127	0.779929
0.252876	0.189602	0.77853
0.253665	0.187836	0.775565
0.24846	0.185414	0.765126
0.24365	0.183097	0.745287
0.24528	0.18163	0.719142
0.255542	0.181205	0.693079
0.271642	0.181423	0.673373
0.287443	0.181593	0.662719
0.296631	0.18078	0.658703
0.296354	0.178726	0.655371
0.288455	0.175794	0.646544
0.278536	0.172619	0.62909
0.272952	0.170113	0.604675
0.275073	0.168548	0.578833
0.283673	0.167735	0.558115
0.293617	0.167025	0.546359
0.298613	0.165714	0.542933
0.294464	0.163099	0.542881
0.281445	0.15943	0.539829
0.264053	0.155322	0.529075
0.248921	0.151572	0.510283
0.241084	0.148832	0.48769
0.241093	0.146927	0.467749
0.245011	0.145707	0.455686
0.246523	0.144004	0.452545
